uri,name, valence, energy, speechiness, acousticness, instrumentalness
spotify:track:789fcu6AQuBkUEHMZtSE3l,Up To You,0.656,0.727,0.0508,0.166
spotify:track:6tHKZ7lvyniN6ZBf1nrWHl,Sunburn,0.204,0.191,0.0355,0.762
spotify:track:4DWxUvTyM066T4GjX9B228,House of the Glass Red% Pt. 2,0.518,0.49,0.356,0.0387
spotify:track:4VMB5Ui9Cwd7A0JRXiwhmy,All Wired Up,0.54,0.781,0.0533,0.000315
spotify:track:1iQd0q6gkcQ5ownPzgfw9n,Gale Force Wind,0.0397,0.89,0.0479,0.936
spotify:track:0lI2cwrcbFAn0R8jlFrg8P,In Your Pussy,0.808,0.578,0.139,0.144
spotify:track:67X5RDoHPqXUfRo2eCqNVG,Drink More Beer,0.617,0.668,0.0308,0.23
spotify:track:6QU5K23dgQ6kOca5INWOVB,Secret,0.15,0.446,0.0391,0.231
spotify:track:0BSQyPibTxgGXo1NwNe22C,Something's Always Wrong,0.565,0.869,0.033,0.0619
spotify:track:4XMGgtLvkOOfNzS3PNcsvY,Besame Mucho,0.866,0.732,0.038,0.35
spotify:track:7yBcGJFP5bAMpAfToEm0dm,C.O.U.N.T.R.Y.,0.809,0.89,0.044,0.00245
spotify:track:47jgSvqlKwGyBLPnMfeEZN,Crazy,0.159,0.336,0.0306,0.237
spotify:track:7yOfdlC0meXZqyXzxhXJ07,Bill's Song,0.761,0.258,0.32,0.77
spotify:track:29ZJSsfmcSJcShl44iXuP1,That's the Way Love Goes,0.625,0.268,0.0291,0.549
spotify:track:65E62rOSbm7SZbAMYjNTJq,Pride (In The Name Of Love) - Remastered 2009,0.713,0.843,0.0316,0.00135
spotify:track:59uAvq0IeWRGkCJAki11ve,Something Big,0.803,0.854,0.043,0.00614
spotify:track:0IPnyyN2xQQx9fopfEzBcK,I Never Can Say Goodbye,0.967,0.87,0.0261,0.0423
spotify:track:7kwIdBky4Q83KdJfaHE1xx,Brighter,0.253,0.506,0.0342,0.491
spotify:track:0bRjSwqtEJBqVF1H58xTG8,Twilight,0.0535,0.933,0.106,0.000468
spotify:track:0qInxi2Sy0p0c7oX7AZ8lr,Pump Up the Jam,0.891,0.774,0.0527,0.00383
spotify:track:5yRDS8rO2nWrNxcVcsCPl4,Messiah,0.373,0.662,0.0667,0.0208
spotify:track:24JygzOLM0EmRQeGtFcIcG,Your Hand In Mine,0.0793,0.402,0.0291,0.0734
spotify:track:0G0DtWo0Ia72D4nPpAExwW,Blood Sets the Table,0.036,0.0633,0.0341,0.708
spotify:track:2AckvF8zhoMhmZ49jmIf8O,When The President Talks To God,0.561,0.308,0.328,0.834
spotify:track:0kwz3AnjMBYSXm7FHfMvGs,Too Young To Go Steady,0.288,0.187,0.0394,0.939
spotify:track:1HCA9VAFCdIw39WvJkbGJF,The Judas Kiss,0.503,0.96,0.0816,0.000806
spotify:track:7pAT4dOUzjq8Ziap5ShIqC,Where'd You Go (feat. Holly Brook & Jonah Matranga),0.25,0.819,0.238,0.262
spotify:track:2ml0OlYXPEsojgiCkQGBzH,Veo Veo - Reggaeton,0.404,0.613,0.445,0.374
spotify:track:2yPXXcJHS4nqx7AGXWZhia,Bass Head (SPL Remix),0.339,0.935,0.0825,0.00411
spotify:track:0uxYghDNBDjJjZmjPMq73o,She Came Along,0.431,0.696,0.0431,0.187
spotify:track:4RjZTQjxKgHEcqWyfY8nTG,All My Days,0.707,0.71,0.0347,6.34e-05
spotify:track:3eudp9ZxZAGaDBOuWGrW2D,Got to Be Real - Single Version,0.901,0.711,0.0448,0.202
spotify:track:0ic5nxX1leVHk6L7EeZPsq,Plead The Fifth,0.528,0.839,0.0539,0.00295
spotify:track:74J91nZ995EedsAdl8Egun,DEAL,0.48,0.844,0.112,0.000301
spotify:track:0c6xdgPkihXqWFGx0CpVkU,No Se Me Hace Fácil,0.39,0.69,0.0394,0.213
spotify:track:38HdNfc9MN07Xyoughsx3Y,Distant Lover - Live,0.316,0.77,0.0404,0.127
spotify:track:5QmR6XFJsGIJ4dZf75hiy6,Pretty Lies,0.483,0.875,0.0441,8.47e-05
spotify:track:3q3y1t3qSf0wOmmcNTf4K4,Chasin' Echoes - Re-Mastered,0.333,0.65,0.0394,0.000151
spotify:track:0fdpzvV9SCjbiXkeLxeUL8,The Big Revival,0.577,0.933,0.0759,0.00546
spotify:track:1rIvYIR4fl4drSEkH5BJtV,Doesn't Matter,0.52,0.526,0.249,0.82
spotify:track:7yYWlhU8uy27bLV6gxPcFD,Goodbye Says It All,0.675,0.479,0.0265,0.056
spotify:track:5uTOkGtpc8KxzyHI0Pj3AZ,Cry for Me,0.431,0.336,0.0283,0.64
spotify:track:4aCukzOqgt4MduTkVWHokc,Vacilando Con Ayahuesca,0.912,0.66,0.0479,0.148
spotify:track:5DWd8yl1yOk7tWay2k6R2V,Shit Don't Stop,0.247,0.647,0.0811,0.00201
spotify:track:1hmRvXyuaQKi1cAoDAAaMl,Shades of Grey,0.379,0.565,0.19,0.371
spotify:track:1v7ug9kMDdOQvOpZ8Dl2gS,Wait A Million Years,0.383,0.684,0.0477,0.148
spotify:track:7ongSdLv28Z27WeCrzZXwB,19 You + Me,0.451,0.67,0.0298,0.319
spotify:track:5SfP92T4MYrfRsfIzsCeWG,Dies Natalis: 1. Intrada,0.0707,0.0783,0.0449,0.835
spotify:track:0d0tJF80562KcMndcBcSfM,Temporary Home,0.181,0.354,0.0263,0.731
spotify:track:2kdDn2roQbmhUMbMyVKGt0,Searching for You (feat. Eric Zayne),0.36,0.719,0.0304,0.00342
spotify:track:31RYcUDhkqkH1W2xxnzBjY,Forbes,0.501,0.782,0.283,0.0223
spotify:track:2YzJaHvzsEb1LzGugXIduK,楓,0.145,0.435,0.0292,0.76
spotify:track:321vtv96xGUJ4ZQ8x3dcGc,I Don't Wanna Wait (feat. Merk),0.593,0.686,0.204,0.158
spotify:track:6Br4baYuVyuNOmQRhuMqFI,All of Me,0.35,0.475,0.0442,0.618
spotify:track:2oTBOZR72VVwhU3PmxwKMC,The Plug - Original Mix,0.302,0.663,0.0609,0.00183
spotify:track:2yDqLOQH1uQf3FGhcCmcPF,In Your Eyes,0.393,0.54,0.0296,0.435
spotify:track:66NS84Ll9RNR4QOc3O5sOM,Dream I Hold To,0.415,0.152,0.036,0.901
spotify:track:4fLTtg48X0QtKrj0Jv8I3v,Hey Angel,0.35,0.883,0.0365,0.0202
spotify:track:526YVuTYcOYJLXeuobJV2H,Flower,0.716,0.621,0.0547,0.43
spotify:track:0ydgFPcYrxaHgVuLd17mjh,Salute Your Solution,0.498,0.946,0.171,0.00781
spotify:track:4ycBEc4S3zcAap4NJd3UMR,Pretense,0.348,0.955,0.343,0.00719
spotify:track:5O2Yjlcs5pSpHq1gcA0cwg,Order More (feat. Starrah),0.802,0.437,0.357,0.108
spotify:track:1Kx5LdJPpqRXKUUHBu9CTe,The Look Of Love,0.311,0.296,0.0298,0.605
spotify:track:7Kutf53V4k0CvU4nKu5oK6,Real Hip-Hop,0.951,0.76,0.254,0.0217
spotify:track:3fS5Tkp8VC3nXTsBKODJzh,Вадимка% зачем ты,0.713,0.907,0.149,0.218
spotify:track:1LpgUhRLn297feu9q38ODA,Beer With the Boys,0.839,0.878,0.0463,0.00234
spotify:track:17DjWsC0G9YQtAiepG3c5v,Stunting Ain't Nuthin (feat. Slim Jxmmi & Young Dolph),0.764,0.71,0.285,0.177
spotify:track:5KK65X1BPu5LLVkTA42VcP,All About That Bass,0.973,0.615,0.0379,0.399
spotify:track:6W5AffDOoXruUwKOP5sKBD,Colder Weather - The Voice Performance,0.469,0.549,0.0288,0.207
spotify:track:3inE3OuFU025A2oNM8FCRz,The Reason,0.12,0.476,0.0326,0.461
spotify:track:1kIEIeWS8QAOVx49bDc4hI,The Final Countdown,0.53,0.709,0.0451,0.332
spotify:track:7ji2MJwSeUoKa6UQuIaclo,The Murda Show (feat. MC Eiht),0.789,0.721,0.264,0.0052
spotify:track:1m1UoOzaE3rA7CtipV5nyt,Forever Cold,0.313,0.576,0.0324,0.439
spotify:track:5QD28FqaM3jTfsqWwvRZwv,Soldier,0.545,0.92,0.201,0.0319
spotify:track:0HnaqUxvHP5LaWdmWwJpiS,Love Somebody,0.395,0.792,0.0368,0.145
spotify:track:4Q6K6M0HSiRboY3C97AxD4,Let's Have A Kiki,0.858,0.836,0.0797,0.106
spotify:track:2MFf9ztx5a14pLD56izAj7,I Believe In Christmas Eve,0.86,0.532,0.0338,0.707
spotify:track:6BRl9s7ffQLZjLKOXEl70j,Be Mine,0.459,0.791,0.0596,0.176
spotify:track:0NTLc38M2fPfeA9nFnI8HJ,Yamborghini High (feat. Juicy J),0.539,0.655,0.517,0.112
spotify:track:3L6S3Px2rdU0HprDo2Famq,Poke,0.6,0.768,0.193,0.0176
spotify:track:0fpIXr7pP8DBc3BGZMNxXq,Loose Lips,0.756,0.736,0.0466,0.54
spotify:track:2rsDk1qOYZGr8bqsXkoRV1,Mercedes Benz,0.456,0.107,0.722,0.898
spotify:track:2fWW2WltjTfAdnHIW9KzYT,Niña mágica,0.816,0.673,0.0579,0.266
spotify:track:2pkJQNedv54xNKBzohWSX7,The Light,0.682,0.647,0.242,0.0888
spotify:track:4WhdVMmIoakUNQcagUk5I3,My Heart Lied,0.324,0.996,0.158,0.000163
spotify:track:46exzPPGwXU9Xcoz5u618b,Fountain Of Youth,0.264,0.563,0.04,0.0129
spotify:track:2CpiqVc4JHTw5d670rWtSB,I Do Too,0.707,0.552,0.0338,0.674
spotify:track:5dBUTGp7fWINhpuUY50cUM,Georgia On My Mind - Remastered,0.158,0.391,0.0254,0.481
spotify:track:1fRuRNJVZjDU1yKXvarKqW,I'm Not A Star,0.196,0.848,0.362,0.0451
spotify:track:38Aw9DP7FEFBEAu8xtzF5S,Paradise,0.547,0.607,0.0291,0.652
spotify:track:48Vr8gmG0pzzCx1A0W9ai3,Last Breath,0.27,0.918,0.103,2.44e-05
spotify:track:0DJi7pDCMScOgrjAn4bAZy,California Vibin,0.671,0.794,0.0595,0.19
spotify:track:6wqqfVsedLcg6JEQFvMovB,Iesha,0.646,0.755,0.149,0.0129
spotify:track:2xvlgLleibiIuYnj9tdZEB,Mystery of the Brain,0.522,0.87,0.0664,0.0682
spotify:track:1hdjVrERYnp4FsjtJaXlB6,I'm Glad,0.372,0.578,0.0479,0.0397
spotify:track:0jkGkwy510cvhy0jYPFme4,Kingdom Dance - From "Tangled"/Score,0.47,0.614,0.0773,0.0904
spotify:track:2hqc4KkXhPVSuKNatapCmD,Winnona,0.862,0.58,0.0437,0.0417
spotify:track:3uyy0Nx6ZAj8vX5ntl1F0Y,Back To The Motor League,0.507,0.99,0.0948,0.000744
spotify:track:3GhpKfHi4edoVM31Uc5P9F,Revelation Song - Live,0.0871,0.558,0.0343,0.0448
spotify:track:1ZjfE0rjZ79eZb8scsRpYF,Dios Manda Lluvia,0.0698,0.238,0.0319,0.72
spotify:track:5kgjRPsAoCo5yPwgnqUSHI,Winter Wonderland,0.361,0.388,0.0353,0.682
spotify:track:2GrZF3im1RwsXYj1wvyrz3,Adrenaline,0.414,0.987,0.0455,0.0614
spotify:track:6ArpE6AcUHxudEnEtj9v1N,Haven't You Heard - Remastered 12" Single Version,0.961,0.841,0.056,0.0524
spotify:track:5yrr8Dz9gEyShwU8AxtdYc,Grandma Plays the Numbers,0.734,0.55,0.158,0.971
spotify:track:7axsjebpqxDOH34H0T4xBC,All Of Me Wants All Of You,0.238,0.288,0.0371,0.973
spotify:track:01PW4iTCvh9cUHPF0eV7H3,Time Consumer,0.481,0.959,0.0627,0.000437
spotify:track:2jcqDv9x5x4GgiV76x5anD,Jail Bait,0.542,0.536,0.0946,0.0908
spotify:track:6bywemsoTEo76QmEVRKY1l,Battle Cry,0.903,0.939,0.0404,0.00194
spotify:track:13VDHbpoKlRhtgUaWTE2Ld,Stupid Hoe,0.719,0.83,0.275,0.0289
spotify:track:15NNe4V26FOiwagrNb4lbS,Once Upon a December (From The "Anastasia" Soundtrack),0.307,0.305,0.0379,0.646
spotify:track:2bvWFinNQZCUFLtfOqDDcB,Where'd You Get That Funk From,0.556,0.658,0.171,0.0062
spotify:track:56hoL9WMc07aXIR4UWxRKP,Level Up,0.808,0.948,0.154,0.000656
spotify:track:5b0yuL33jOsuvRPCKQrO97,Growth/Decay,0.2,0.513,0.0394,0.872
spotify:track:5Nf4encPMr8heufXZbsGxp,Pearls (with Angelique Kidjo) - Live 2007,0.393,0.49,0.0692,0.631
spotify:track:0ZULg2kFcboEH9JacvHNJe,If You Love Me Like You Say,0.856,0.669,0.0293,0.182
spotify:track:2uAyzFxpALeS4o0S2NhuZW,Call Me Baby,0.173,0.225,0.0382,0.82
spotify:track:5b1jXYUOgAX5QAHXPVHdld,Santa Claus Is Back In Town,0.54,0.485,0.0423,0.709
spotify:track:4oKKXZOgHHqdPOfuUZZaZP,Teenage Mutant Ninja Turtles (Cartoon Theme),0.761,0.642,0.0393,0.169
spotify:track:3jr8guvK0QgkuYalRKCGTk,When I Grow Up - Bassnectar Remix,0.374,0.836,0.5,3.92e-05
spotify:track:6U7yjgpweQna55cfWEZXIk,Stray Bullit Woman,0.571,0.648,0.0498,0.0254
spotify:track:3aDOSSIvETsBjKX51CBpzZ,Golden Ticket,0.533,0.452,0.0305,0.0123
spotify:track:3hgzEGrm5iTY6pkgJ827qX,Anklebiters,0.8,0.979,0.0914,0.00015
spotify:track:0QngHoEPH5wtxhwyVx8d5f,Hurt,0.335,0.266,0.0323,0.857
spotify:track:15Gu9y0vHUVRfpwL1AH8Gw,Fallout,0.364,0.757,0.0397,0.0601
spotify:track:2KNsVQV1ZPWehB21oQ1krL,Wake Up,0.0384,0.805,0.081,0.0915
spotify:track:33pEKWX4isAp2xAp82gzbj,Me And You,0.676,0.894,0.0457,0.183
spotify:track:6YuEaCC5WVRqobTJKNXOER,Lissoms,0.438,0.681,0.24,0.00885
spotify:track:0ffNKBt0xM4mU492Y9jN5O,Riyout,0.524,0.996,0.0705,8.56e-05
spotify:track:0nfyypmdJkatvTeqevtme8,La Quatrième Dimension,0.065,0.145,0.0485,0.981
spotify:track:2LWO5RheHyFWvEQLDffTu5,Addicted - Radio Edit,0.511,0.867,0.0624,0.115
spotify:track:04Xp26wZ7UUEobHg5GQtzz,Prey For Me,0.246,0.956,0.079,0.000116
spotify:track:3vUf3iyAww4tHvHSApJiKe,Be Like Wind - Mike McCready score 2010,0.0487,0.192,0.0496,0.986
spotify:track:2qCfz6NF63KJrroaPfgw9u,Overtime,0.28,0.469,0.121,0.265
spotify:track:2kpMuwsPGqKJ0wWwP4z55U,It's A Fire,0.229,0.343,0.0365,0.414
spotify:track:3sZ8WzywEfy4quuQ05rOT3,I Could Write a Book,0.471,0.228,0.0444,0.736
spotify:track:0BpNzxC8AXZPMfBwGT1j2w,Keep It Between The Lines,0.358,0.293,0.0241,0.705
spotify:track:6wubAV0QGgaNIJBfxm4LM2,Vida mía,0.576,0.933,0.163,0.246
spotify:track:1dP4pV1i3i4wokXY6R2YjK,Blue Straggler,0.0383,0.354,0.0353,0.00261
spotify:track:7AHwsFkm56PtzmyxFI78rc,Nobody's Fool,0.456,0.902,0.0582,0.0452
spotify:track:7lm7lSnrnzWh9YPRBIRoRU,Welcome To The 60's ("Hairspray"),0.715,0.799,0.178,0.483
spotify:track:6MBEjJlXQYXr8dfxDvZuoA,Do It To It,0.794,0.67,0.169,0.00798
spotify:track:3WRH4unrqbV47dxIQX26rM,Love Like That,0.391,0.679,0.0303,0.0124
spotify:track:1BCLtk5xX8H8tdD51hbJ2k,Mighty Warrior,0.478,0.872,0.0439,0.0071
spotify:track:72umswj0Jlu9EVT5uoL2hl,Tip Toe Wing In My Jawwwdinz,0.0891,0.408,0.0808,0.235
spotify:track:7dCmQbhItGA7JgdBUgY18J,Round We Go - Radio Edit,0.21,0.905,0.0717,0.0395
spotify:track:3lTxnm4oWx096MakGmQSWD,Where Did We Go Wrong,0.91,0.497,0.512,0.819
spotify:track:6sXMiCB4x390ae7qzWKMWF,Little Drummer Boy (Interlude),0.348,0.0664,0.0369,0.855
spotify:track:38dcP9ZV124syWEz78QHUl,Overjoyed - Distance Remix,0.101,0.551,0.0697,0.00123
spotify:track:7I5ClTyivA4aMBueJofvUl,Final Home - Piano Mix,0.488,0.577,0.0392,0.0142
spotify:track:3fHyoUAlnsW2KziUO6P9HG,Wandering Eyes,0.277,0.76,0.0637,0.188
spotify:track:7KvJh7Efa6xYb1MJ2kKv3h,City,0.0312,0.0241,0.0434,0.996
spotify:track:3w2G5Gw8OrgIS3GVC84JqF,El Paciente,0.975,0.705,0.0371,0.307
spotify:track:2iAlDwRozfuIgjvqSJWsw4,We'll Meet Again,0.248,0.178,0.0322,0.883
spotify:track:23x0FMZTXNrEJ73rkA4yEW,Mothercreep,0.0532,0.536,0.0956,0.125
spotify:track:6IVV4aA3CsLlP4nHhnKCIG,Honeypot,0.789,0.616,0.0301,0.0799
spotify:track:2Luqfi5MDDR4iC7n3NzYWB,Dead Friends (feat. Andrea% Nonamegypsy & Thundercat),0.506,0.859,0.305,0.456
spotify:track:3CzWNLFyIwns8KJgH5toHV,You Are Your Mother's Child,0.463,0.174,0.0452,0.875
spotify:track:1RIb17RSfLjAyFv847aKeh,Marathons,0.583,0.644,0.0868,0.293
spotify:track:5Xmbg0TsZWA5KMuS4dOmYl,Mag,0.474,0.687,0.182,0.00695
spotify:track:55GIkfghnUkQHYHChrOtLM,Freeze Time vs. Dare You (feat. Alice Berg & Matthew Koma) - Hardwell Mashup,0.244,0.697,0.0385,0.0387
spotify:track:5QKyqmWMBVt1YCc5iQbugp,I Know It Hurts,0.314,0.958,0.0741,1.86e-05
spotify:track:6N1sNzq3CArC1pMSaZTxaT,Right Now,0.302,0.662,0.0273,0.153
spotify:track:0NJu93oln1kkgbHLFzLJ4h,Window Shopper,0.422,0.671,0.195,0.0504
spotify:track:643E7BAZ933AZJM0QvjlxR,Step Out Into The Light,0.329,0.616,0.0817,0.395
spotify:track:1qyRvPjbQZbPPwVGtApQ7P,Fell In the Sun,0.786,0.621,0.0599,0.00326
spotify:track:1UuA6ehQ2j8f4WiRyxrBgU,Love Fell On Me,0.0927,0.205,0.0555,0.853
spotify:track:1RszdaPPEyHMoTyy0pRBrv,Blue Moon Revisited (Song For Elvis),0.211,0.129,0.0301,0.885
spotify:track:2dJ4rGtsOHOgvTQawsCRtg,Pray 4 Love (feat. The Weeknd),0.211,0.578,0.0428,0.2
spotify:track:1yeuHk78bkI5owBrA3P9uv,Black & Blue,0.63,0.647,0.171,0.269
spotify:track:4BWBbJ9MKpnt30SFYEomzJ,Lighters,0.181,0.663,0.265,0.351
spotify:track:54ky46TzNMl5UjVMxWxoSW,Because Of Your Love,0.269,0.657,0.0309,0.782
spotify:track:2yNvceoDr40xyVe2cyujBd,Mi Primer Amor,0.125,0.317,0.03,0.645
spotify:track:6qn9YLKt13AGvpq9jfO8py,We Found Love,0.6,0.766,0.0383,0.025
spotify:track:7yJlO2IvXxWYavmoonSZ6Z,Carol Of The Bells,0.667,0.328,0.0284,0.425
spotify:track:69jeE18SOgDoA5VQPqm0T7,Random Number Generation,0.599,0.904,0.0687,0.0175
spotify:track:5UUEgckqHvJ7OB9Du04pxE,It's Nice To Be Alive,0.838,0.651,0.0401,0.0421
spotify:track:6g4ctR4f7sDaArpLApjEf0,Believe - Original Broadway Cast Recording,0.441,0.547,0.0574,0.467
spotify:track:4KXwQRNt2bb6byYnfsdSbp,Roses Of Picardy,0.201,0.171,0.0307,0.915
spotify:track:5NNFP3f9nTKsEuVwKlWYZc,Come Around,0.731,0.786,0.318,0.014
spotify:track:1obc8feWWFTgvS8FX9rg49,Puppet,0.845,0.939,0.151,0.0229
spotify:track:4B2r9HXgUqRcPwUG3BYPlc,Dress You Up,0.827,0.896,0.0318,0.0298
spotify:track:0ErpHxNt1kTyCQGlh43wr1,Only the Wild Ones,0.605,0.7,0.0437,0.413
spotify:track:3un2KQUaQ2brEpd8dK93wI,Beat of the Music,0.773,0.808,0.0269,0.00898
spotify:track:1db8YDcKwVH06jUtmYWStH,Sneaky,0.0825,0.569,0.0485,0.0413
spotify:track:3FQwBgaxDrfEnKjfyyF2B0,Fine By Me,0.665,0.701,0.049,0.14
spotify:track:09C5jtyagAWjZ7dTMyewwz,Sea Creatures,0.402,0.806,0.0467,0.076
spotify:track:2WxVHQkKYr7qUcJBVnJt2E,I Know I Know I Know,0.851,0.656,0.0297,0.163
spotify:track:0VeI4Zyirc6yuJ4P7fudjE,Where I'm From,0.546,0.815,0.0392,0.0301
spotify:track:4eWVqGn2dUxjdJH7vwSnVm,Huracán,0.963,0.625,0.0606,0.321
spotify:track:4cg9TtAdxmtx85g0sJO1X8,Calm,0.0384,0.026,0.0384,0.916
spotify:track:7vnyJvpBh3fJb3DgEVG9Qo,Triptango,0.188,0.678,0.0491,0.0838
spotify:track:6YbhspuOar1D9WSSnfe7ds,Young% Wild & Free (feat. Bruno Mars),0.551,0.652,0.206,0.0897
spotify:track:1NsuIFeo1oAXHH3K81B1Ni,Quiet Nights Of Quiet Stars (Corcovado),0.287,0.266,0.0322,0.783
spotify:track:6KufYdEosLjK6bEKPyz4oA,Freedom,0.338,0.389,0.0337,0.579
spotify:track:2BrzlUj1u1CtvaJDGIKpsP,Make Me (Cry),0.209,0.471,0.0577,0.592
spotify:track:75qZe8fkV9xEyR2wNU7tqh,Lolita,0.932,0.811,0.111,0.0375
spotify:track:5mp0q3FCozSGgSPeedmEwW,Ordinary Man,0.35,0.266,0.0267,0.776
spotify:track:5oMFoh1uOsVzERQyAFe7M8,Under The Pressure,0.214,0.713,0.0294,0.306
spotify:track:2DktlFp8F1ua5aj0OG3QGn,Still Trying,0.243,0.146,0.0381,0.813
spotify:track:6nqTGahONqp6GTr26LqXjE,Yeah Baby,0.279,0.651,0.0549,0.0588
spotify:track:0gzVxljHGJs6bQ2ts5XbO6,Flying Silver Eagle,0.64,0.73,0.0279,0.11
spotify:track:6jYIc1aO9W3W5RYOVFL10c,Free (feat. Emeli Sandé),0.159,0.598,0.0631,0.0367
spotify:track:3IU7v2sSiuc4HA3PzARuJM,Cutting Ties (Extended) [feat. Cameron Walker],0.467,0.469,0.0361,0.0071
spotify:track:2UlMxIyLtBGubbOjjcbIxt,Ghetto Boy,0.661,0.825,0.389,0.122
spotify:track:2QUkDpFgjXHcilqVkjixEe,Bless Me,0.202,0.446,0.241,0.356
spotify:track:2dngx6srtqsxvyh7oGV8FM,Lights & Music,0.543,0.939,0.0412,0.0763
spotify:track:32IpXBKVD4ED5jIy9o9Uvs,Stacey's Mom,0.806,0.615,0.0483,0.225
spotify:track:1kiR6hNjilDHTrMeRG0y7h,Love Like Ghosts,0.171,0.549,0.0272,0.769
spotify:track:4cdher23r7RytUw7bVxiMc,I Don't Recall,0.711,0.651,0.0298,0.107
spotify:track:0tdRMubAsZHiDAUQNMuWVv,Quítame El Dolor,0.21,0.824,0.0417,0.0351
spotify:track:6c1Bdvp208X0jbLmFnWbkC,Re-Education (Through Labor),0.338,0.947,0.102,0.000417
spotify:track:7MOQrtXMNImAq5TrPZzC0w,Gunslinger,0.367,0.729,0.0356,0.0203
spotify:track:18lyUhvrobRPrRn5pEDQwY,The Denial Twist,0.735,0.764,0.148,0.336
spotify:track:2Nqpt9yRcJFb57MFejgc7b,Wünsch dir was,0.458,0.654,0.122,0.0901
spotify:track:1L4GiwqpSuuLKORJWHVNxc,Secrets (Cellar Door),0.305,0.447,0.0281,0.278
spotify:track:4BSCDDZeLapq5aPWR4GL51,Great Is the Lord,0.389,0.565,0.0315,0.58
spotify:track:2jjFo90fZtQrhPNrwRxN0C,You're Still a Mystery,0.792,0.85,0.0538,0.275
spotify:track:3b9FS4tWpy63wsBHYQ5Lmq,Oklahoma Breakdown,0.522,0.568,0.031,0.136
spotify:track:5zdi2M01hpn30U5BJT4Z3v,Don't Look Down,0.54,0.787,0.0349,0.00062
spotify:track:7l3GzL9RDP1V00mGmren3S,Breakeven (Falling to Pieces),0.406,0.324,0.0306,0.6
spotify:track:3nCcFA1iiehndgGSddMiV2,Christmas All Over Again,0.666,0.816,0.0354,0.0707
spotify:track:40MmnvJrxORJu69hJuPz31,Genie Of The Lamp,0.622,0.72,0.362,0.105
spotify:track:0x6XlDJoKG8ZPBFLDbubWk,Daddy DJ - Radio Edit,0.657,0.928,0.0299,0.0699
spotify:track:3a2lSq9e22JgHp6uwSrsIQ,Night Kick,0.298,0.524,0.0371,0.00947
spotify:track:2ptShnDvzwFUqAhmY1FiEz,I Want You Back - Z-Trip Remix,0.724,0.67,0.184,0.0211
spotify:track:7Fu8J4ddQBl9zf1tUbXrMc,Feel It,0.954,0.893,0.0545,0.0611
spotify:track:6XKtVBVGrWieQG0b6kMpt3,Fallout,0.341,0.851,0.0549,9.66e-05
spotify:track:6fqmq4QmtyGhYYx2erQtXG,CONFUSED!,0.702,0.848,0.0262,0.0109
spotify:track:2SSFvQBwsxeazzo7z5l9gD,Delirious (Boneless) (feat. Kid Ink),0.925,0.912,0.0565,0.0195
spotify:track:5HPtoZeHkGBqJb672H77E9,Playboys of the Southwestern World,0.678,0.836,0.0527,0.102
spotify:track:42I7CDFtIuttRS4uXey8JX,Hey Brother,0.65,0.895,0.0554,0.000319
spotify:track:6P7PgRkTCUAt2n4Lzv5pLN,Behind the Clouds,0.646,0.464,0.0275,0.466
spotify:track:2HxnbQJXrFKphvGhzveiDn,Up Next,0.645,0.737,0.0321,0.174
spotify:track:2pcwmk8c1pTYwX0COSVX52,Woman,0.215,0.948,0.217,2.78e-05
spotify:track:7u2UX8FyP49cOVif7VAPro,Can I Get A Witness,0.717,0.613,0.025,0.15
spotify:track:5ihDGnhQgMA0F0tk9fNLlA,Thought It Was a Drought,0.0487,0.448,0.111,0.00761
spotify:track:5Jp0avXwxgYt75sjxQJxWw,SWIM,0.497,0.493,0.0357,0.147
spotify:track:0V93cBCfSjlE6YMuu5TB8C,I Like That,0.582,0.499,0.0785,0.208
spotify:track:34a7VkqKRQ4pA2598XizKN,Cucurucu,0.445,0.616,0.0761,0.177
spotify:track:5OzlfXT5ZKAjuBfvXqaZQm,Do With You (feat. Ben Folds),0.537,0.432,0.0396,0.406
spotify:track:6Hbebftl6fccr4oO24WZTn,Born Again,0.734,0.899,0.0542,0.000103
spotify:track:4LxIGAVfcQIw0zAQRyFhU8,Motownphilly,0.785,0.857,0.0605,0.0143
spotify:track:5uMkCzWUJGj3N0q7SCveAf,Are You With Me [ANR039] **Armada Stream 40 - #1** - Extended Mix,0.517,0.409,0.0521,0.145
spotify:track:5lKj4enbmHBsdwgsJLjgTN,Indulge,0.407,0.517,0.0491,0.579
spotify:track:4sQO8jiwP8nE814EMPupo1,It's Gettin' Hot,0.642,0.806,0.312,0.00285
spotify:track:0wCl5rwx3aH8Js9eUEVG5x,Who You With,0.934,0.466,0.0651,0.418
spotify:track:5yOOOriADkacyt4lAELfjt,Change,0.849,0.925,0.0423,0.00191
spotify:track:0nRuVPZx2iA3KWR4xSzryl,TALK ME DOWN,0.354,0.781,0.0741,0.151
spotify:track:0v4uXZPMGgeyNvpKu63ff6,Michael Meets Mozart - Solo Piano Version (feat. Jon Schmidt),0.0867,0.34,0.0404,0.897
spotify:track:5jH9lZ9RlaSzSIil7KFsJV,Love's On The Way,0.354,0.808,0.0879,0.00323
spotify:track:6D9pI41zawnPtidvPo9ViI,Bling Blaww Burr (feat. Young Dolph),0.128,0.51,0.161,0.0474
spotify:track:2G1VPah2uhdgmRVMx86BJG,Mo Money Mo Homicide,0.694,0.708,0.265,0.00997
spotify:track:0yhPEz5KxlDwckGJaMlZqM,Centuries,0.48,0.861,0.0777,0.0038
