uri,name,valence,energy,speechiness,acousticness,instrumentalness,
spotify:track:3SfZpKjMwvUQKGCty1dJ0T,PLACEHOLDER: 6114,0.598,0.746,0.101,0.17,,
spotify:track:05tUnFfDxyK0cTW8JT2EN9,PLACEHOLDER: 6115,0.368,0.601,0.0471,0.0196,,
spotify:track:6YMUxXTDmU5ROJVGdZVxt0,PLACEHOLDER: 6116,0.557,0.422,0.422,0.581,,
spotify:track:2BwOCg6GuiA0SAYq6ruzeG,PLACEHOLDER: 6117,0.573,0.859,0.0289,0.000303,,
spotify:track:2vQ1BPq4C4VjoRx77AGmWb,PLACEHOLDER: 6118,0.298,0.31,0.0339,0.844,,
spotify:track:1IUxM84cg7gxCDX7ldHSrc,PLACEHOLDER: 6119,0.0727,0.00359,0.0466,0.995,,
spotify:track:2itu79WbZhUCHX4jg0fyAd,PLACEHOLDER: 6120,0.529,0.88,0.0447,0.0226,,
spotify:track:2k9VZEnDLNCNou3wjIjxE0,PLACEHOLDER: 6121,0.951,0.693,0.0421,0.153,,
spotify:track:4KsVVN5SRW89GD46wxO8rb,PLACEHOLDER: 6122,0.664,0.814,0.0416,0.0096,,
spotify:track:0iiOelmXYHeU3pAgnC483B,PLACEHOLDER: 6123,0.111,0.453,0.0279,0.579,,
spotify:track:7Bso83A1xvQ4lgOfRSNNg8,PLACEHOLDER: 6124,0.766,0.916,0.175,0.225,,
spotify:track:5nmLj87o23HJrI7GgqXXUw,PLACEHOLDER: 6125,0.896,0.862,0.0362,0.198,,
spotify:track:549nGFBfzeFRClg3AiJWi8,PLACEHOLDER: 6126,0.345,0.476,0.342,0.67,,
spotify:track:165lX6DbMhTzqODVZKLmkm,PLACEHOLDER: 6127,0.334,0.733,0.0306,0.00686,,
spotify:track:5t9dMIzkwXlJzJxTUjMMYN,PLACEHOLDER: 6128,0.217,0.658,0.0563,0.0117,,
spotify:track:384Kl6cCskuawCZnEPIGrN,PLACEHOLDER: 6129,0.376,0.818,0.267,0.0839,,
spotify:track:2xizRhme7pYeITbH1NLLGt,PLACEHOLDER: 6130,0.071,0.164,0.0364,0.911,,
spotify:track:1T9sNg0eqXX8hTDjIPsjsu,PLACEHOLDER: 6131,0.347,0.178,0.0454,0.976,,
spotify:track:2K5W4FicHhKQ9xMSl1MZX2,PLACEHOLDER: 6132,0.731,0.66,0.0416,0.129,,
spotify:track:3fDLrzTTj6wUvMIMG57Qu9,PLACEHOLDER: 6133,0.362,0.728,0.326,0.00677,,
spotify:track:6HHrXbBPk5ybtKuYG9SZDH,PLACEHOLDER: 6134,0.531,0.726,0.0627,0.221,,
spotify:track:2YehU3jLpb9bM5V6k8HmyA,PLACEHOLDER: 6135,0.68,0.533,0.0557,0.639,,
spotify:track:5vhHPVZaW0UG38tjB3NEeW,PLACEHOLDER: 6136,0.701,0.79,0.0286,0.0361,,
spotify:track:5tE1MLQfjSyjglSTx7qeep,PLACEHOLDER: 6137,0.486,0.916,0.0436,0.0062,,
spotify:track:4FIas3biBpCzz8bAUVow0P,PLACEHOLDER: 6138,0.581,0.258,0.0489,0.169,,
spotify:track:29sWgHMSsdOLklULi9HpKE,PLACEHOLDER: 6139,0.542,0.885,0.0427,0.0642,,
spotify:track:15ev9rzbNXgnyXSZbtjRRJ,PLACEHOLDER: 6140,0.23,0.126,0.0424,0.925,,
spotify:track:5Rvy2M9FXIdgnpE2KhRfTi,PLACEHOLDER: 6141,0.642,0.743,0.325,0.047,,
spotify:track:0AjAZHENBL385g7UhiStxb,PLACEHOLDER: 6142,0.493,0.762,0.0821,0.0399,,
spotify:track:39qRdHcl2tizWbzlM9kUlN,PLACEHOLDER: 6143,0.204,0.502,0.035,0.313,,
spotify:track:7qdfQMpIUOwsIKTM69XVyW,PLACEHOLDER: 6144,0.469,0.493,0.076,0.516,,
spotify:track:6aBJBlTMG2w4Ws63dG0Rjf,PLACEHOLDER: 6145,0.718,0.402,0.0405,0.194,,
spotify:track:0Tps1iVuFudov2alVP3bUF,PLACEHOLDER: 6146,0.112,0.165,0.0488,0.784,,
spotify:track:3DYRLYb0MQB1NuitaDq82p,PLACEHOLDER: 6147,0.307,0.0274,0.0335,0.964,,
spotify:track:6qUMEy0hJRcfTg6mEoq79h,PLACEHOLDER: 6148,0.422,0.759,0.144,0.145,,
spotify:track:2kkga1yiehkO1uJ0dv3oXB,PLACEHOLDER: 6149,0.404,0.682,0.0321,0.215,,
spotify:track:2ssYQKMqVUkoQgi02PmDPB,PLACEHOLDER: 6150,0.718,0.564,0.0837,0.0959,,
spotify:track:5B37ocpk2zxeZL1lq5F6ui,PLACEHOLDER: 6151,0.965,0.945,0.0482,0.198,,
spotify:track:1yZyFxD39pz0Cy4C2DJAHT,PLACEHOLDER: 6152,0.537,0.753,0.243,0.182,,
spotify:track:3hIVs95600KITWiv0dklaI,PLACEHOLDER: 6153,0.0566,0.0104,0.0429,0.995,,
spotify:track:6MTRApyHeEhTWcbyKxRnYP,PLACEHOLDER: 6154,0.135,0.396,0.0552,0.0718,,
spotify:track:06aw4JI5nYa8XBeBKVrltZ,PLACEHOLDER: 6155,0.678,0.874,0.344,0.0232,,
spotify:track:17oeNqvTCX1JSpBB35iKc6,PLACEHOLDER: 6156,0.707,0.773,0.0391,0.567,,
spotify:track:10SPE25uLsJpcAs22WvswR,PLACEHOLDER: 6157,0.326,0.5,0.027,0.593,,
spotify:track:6d6dE5XZ2VJQ5EY5OSzc9o,PLACEHOLDER: 6158,0.0852,0.00363,0.035,0.993,,
spotify:track:5RbKlnCHwYNNQjRXE0J8ad,PLACEHOLDER: 6159,0.559,0.538,0.06,0.00878,,
spotify:track:6DxYLuDG7QvbsqSK8DG9UI,PLACEHOLDER: 6160,0.791,0.731,0.498,0.0312,,
spotify:track:4Z69sHFf60gZbdgdd9sBBq,PLACEHOLDER: 6161,0.532,0.644,0.307,0.37,,
spotify:track:1TDQlYl6fxOsOeRYVbjSxX,PLACEHOLDER: 6162,0.76,0.514,0.0643,0.000912,,
spotify:track:2EsOy9Yk7Du8RvkA0lhm4L,PLACEHOLDER: 6163,0.0969,0.513,0.0278,0.246,,
spotify:track:3x1pHPNsggVDzRND9Ul3uJ,PLACEHOLDER: 6164,0.104,0.567,0.0278,0.000446,,
spotify:track:5Y02bRjjmNAdAVNHnXyPIK,PLACEHOLDER: 6165,0.726,0.868,0.0349,0.0171,,
spotify:track:0LN5gIsS5tQSmRzQrHSaTR,PLACEHOLDER: 6166,0.572,0.787,0.0305,0.232,,
spotify:track:3krj0ku5Bt5YsHe8mBshPP,PLACEHOLDER: 6167,0.624,0.168,0.413,0.895,,
spotify:track:5YzckYO7G171MHg1UqkxJY,PLACEHOLDER: 6168,0.705,0.771,0.0321,0.00994,,
spotify:track:3clsCHHYovZhV9azBS8D3H,PLACEHOLDER: 6169,0.679,0.806,0.0355,0.054,,
spotify:track:1qnQzRf73LfjuRzpsW6OkO,PLACEHOLDER: 6170,0.0481,0.993,0.306,0.000131,,
spotify:track:1umatmIYQ3WfzkJh34rfsX,PLACEHOLDER: 6171,0.271,0.731,0.0401,0.00269,,
spotify:track:6FNAiRJllTFIQx4EbZ6ref,PLACEHOLDER: 6172,0.132,0.516,0.0283,0.0248,,
spotify:track:1OocCTuButjFhevORtgUcG,PLACEHOLDER: 6173,0.523,0.298,0.0356,0.986,,
spotify:track:2uKtKyjsJbHqcrYit2X9lZ,PLACEHOLDER: 6174,0.938,0.795,0.03,0.444,,
spotify:track:4I8ItX9JAA8ROVQesGscAw,PLACEHOLDER: 6175,0.882,0.546,0.0374,0.708,,
spotify:track:1XOQGOEW2SrJAmoFwSR6ov,PLACEHOLDER: 6176,0.263,0.344,0.0291,0.36,,
spotify:track:7jIFGkTBIK1UwWaEXMW2Nh,PLACEHOLDER: 6177,0.752,0.897,0.0465,0.0457,,
spotify:track:4xAOZYbuLtOSFfmqbhxfvm,PLACEHOLDER: 6178,0.452,0.414,0.0383,0.776,,
spotify:track:0BqFUVztXU9PraMhuUzkQU,PLACEHOLDER: 6179,0.234,0.305,0.0332,0.891,,
spotify:track:6TT0FLa9jTDJKKVrAlr6P0,PLACEHOLDER: 6180,0.264,0.32,0.0401,0.573,,
spotify:track:0bPjvlScO0C5v8bSvk3OOt,PLACEHOLDER: 6181,0.624,0.498,0.0522,0.564,,
spotify:track:0mwwn8KLS1tZtcIMHo6FTv,PLACEHOLDER: 6182,0.809,0.807,0.0655,0.0977,,
spotify:track:4OV0sRTFrZLXaZZ1sS9hLn,PLACEHOLDER: 6183,0.0388,0.396,0.034,0.0647,,
spotify:track:0i08LLgnQSCIVAXdKztzZ8,PLACEHOLDER: 6184,0.443,0.84,0.0317,0.0336,,
spotify:track:60ZMdbcC5wwmzbGr5XkDHd,PLACEHOLDER: 6185,0.761,0.563,0.269,0.0293,,
spotify:track:5N0vzzKfd2yDw1nrdXrvPv,PLACEHOLDER: 6186,0.692,0.923,0.183,0.269,,
spotify:track:1bO8RqyFAOUikriVz8BP9y,PLACEHOLDER: 6187,0.787,0.661,0.31,0.441,,
spotify:track:5QS3gv2Jmwf3oeNDZkXf9Q,PLACEHOLDER: 6188,0.885,0.853,0.0302,1.18E-05,,
spotify:track:6Z7i5PyIWZQt3pTmULwYS7,PLACEHOLDER: 6189,0.516,0.9,0.0448,0.00143,,
spotify:track:0QPRygynE6fm7EO4PBsfQP,PLACEHOLDER: 6190,0.441,0.692,0.0315,0.000737,,
spotify:track:6X03Co7I0amVSnI8kTeDFX,PLACEHOLDER: 6191,0.359,0.98,0.101,0.0115,,
spotify:track:7tmRpTD2fwL3z7W9NGGPpz,PLACEHOLDER: 6192,0.26,0.728,0.0365,0.344,,
spotify:track:42tuKMa4PmZSwVEVzI4UxB,PLACEHOLDER: 6193,0.57,0.661,0.0284,0.0243,,
spotify:track:0O24p2JiCxy74trVpI0lcP,PLACEHOLDER: 6194,0.088,0.99,0.129,2.99E-05,,
spotify:track:6zw8UlAhZfHQ1wax6RcoRq,PLACEHOLDER: 6195,0.0518,0.939,0.0381,0.00101,,
spotify:track:22t3vCXfjQhIiXzGVSZNOz,PLACEHOLDER: 6196,0.562,0.696,0.0366,0.19,,
spotify:track:3ZdViln9Auq1pw1UrUIkV3,PLACEHOLDER: 6197,0.263,0.446,0.0327,0.785,,
spotify:track:0MhCb3iakymVqQIOeYPSUf,PLACEHOLDER: 6198,0.49,0.74,0.0422,0.0216,,
spotify:track:7C8HB7DhHmpzwU8YRpvzhO,PLACEHOLDER: 6199,0.892,0.775,0.29,0.146,,
spotify:track:19RiOClUm6P6oy6Qv5vsPy,PLACEHOLDER: 6200,0.392,0.992,0.133,4.47E-05,,
spotify:track:6pTOqW9WKaSSFBLzp2FVIb,PLACEHOLDER: 6201,0.319,0.583,0.107,0.0286,,
spotify:track:2oajybYnE830OHhWFaF8Sl,PLACEHOLDER: 6202,0.712,0.412,0.146,0.881,,
spotify:track:49RUdNvwSiUTC8fBh4KKoC,PLACEHOLDER: 6203,0.338,0.403,0.0288,0.703,,
spotify:track:4qHYLoxbKUHu6iZCqEYz7k,PLACEHOLDER: 6204,0.549,0.697,0.119,0.122,,
spotify:track:6kwAbEjseqBob48jCus7Sz,PLACEHOLDER: 6205,0.499,0.791,0.0496,0.0117,,
spotify:track:1TU7DqS8Fak6c4siCuGc5O,PLACEHOLDER: 6206,0.171,0.272,0.0284,0.532,,
spotify:track:4BGJSbB5rAcg4pNzD4gfxU,PLACEHOLDER: 6207,0.281,0.425,0.0278,0.396,,
spotify:track:2diG4h1sYNUIsFuOrdI9Dz,PLACEHOLDER: 6208,0.597,0.705,0.0451,0.0995,,
spotify:track:0yZEKwCNhkyaqk1ZyCZU7A,PLACEHOLDER: 6209,0.666,0.29,0.0341,0.652,,
spotify:track:5LKXxwgll43fxe1lPF7sze,PLACEHOLDER: 6210,0.329,0.403,0.113,0.158,,
spotify:track:0mHvUAriwtIZYsT03OwR0N,PLACEHOLDER: 6211,0.786,0.375,0.0434,0.0322,,
spotify:track:321ZFqMZGTBVPFqD0j2PQ3,PLACEHOLDER: 6212,0.102,0.453,0.0269,0.436,,
spotify:track:6FDm2uE9gIfJHSv0tnmnXs,PLACEHOLDER: 6213,0.725,0.909,0.0564,0.0001,,
spotify:track:2uMqG8w8oi09fB2YA2QLOm,PLACEHOLDER: 6214,0.454,0.327,0.031,0.00834,,
spotify:track:6PBGwRysvNq12hQV7w8oPf,PLACEHOLDER: 6215,0.606,0.578,0.0678,0.709,,
spotify:track:00CmjeeHvAVKvx3tcIiZTy,PLACEHOLDER: 6216,0.96,0.405,0.0304,0.426,,
spotify:track:497Fkp3gRiGrRMoqBTDudr,PLACEHOLDER: 6217,0.324,0.805,0.0407,0.0387,,
spotify:track:35OC6rMxa8lJi8eDiUVShS,PLACEHOLDER: 6218,0.728,0.875,0.0444,0.0659,,
spotify:track:5pNqq6pQGwREHBGJsh6Kj1,PLACEHOLDER: 6219,0.654,0.921,0.0648,0.000328,,
spotify:track:6aFn1fzna4QSkdpo0GU5R9,PLACEHOLDER: 6220,0.189,0.935,0.0447,0.00498,,
spotify:track:4ooEiUeM4AcN9bOXkWa6Bk,PLACEHOLDER: 6221,0.891,0.595,0.0913,0.0823,,
spotify:track:4Ulq0gMDyMQuwKbM2ocx9x,PLACEHOLDER: 6222,0.397,0.942,0.0966,0.000252,,
spotify:track:0xP3b8gXKHQu3ACzu4dCf2,PLACEHOLDER: 6223,0.625,0.889,0.0788,0.0254,,
spotify:track:4oW53B7SvdvLWoLnYqZfal,PLACEHOLDER: 6224,0.288,0.554,0.0263,0.597,,
spotify:track:5GkvPnH2sZRda9YSk92dcO,PLACEHOLDER: 6225,0.117,0.0323,0.0474,0.994,,
spotify:track:1hXSIJn8a8LyEgGYdJviYw,PLACEHOLDER: 6226,0.188,0.0543,0.0399,0.935,,
spotify:track:0B0y2FImat9j9MJTNRZWfW,PLACEHOLDER: 6227,0.402,0.703,0.0256,0.0435,,
spotify:track:59oqA6V5q49cCb1hHuF8LB,PLACEHOLDER: 6228,0.185,0.345,0.06,0.458,,
spotify:track:6taWR0qCkEAZZNjoW8KccZ,PLACEHOLDER: 6229,0.36,0.867,0.285,0.000607,,
spotify:track:6A6vSsLkXoTJZ8cA4vtznl,PLACEHOLDER: 6230,0.227,0.125,0.0434,0.988,,
spotify:track:1KtNzKnZVIsS3tQ7DlJ8uF,PLACEHOLDER: 6231,0.509,0.669,0.759,0.393,,
spotify:track:0B1T2ALl2JTJQlsqIo5pGK,PLACEHOLDER: 6232,0.343,0.378,0.0316,0.0422,,
spotify:track:1g1Jor1zrllXn2ogj8KGAH,PLACEHOLDER: 6233,0.559,0.87,0.0912,0.428,,
spotify:track:7GYqgbMuPeMtD1XC4aNXoU,PLACEHOLDER: 6234,0.886,0.707,0.0529,0.581,,
spotify:track:4cROwMEQna9GgrAcR64io3,PLACEHOLDER: 6235,0.558,0.653,0.266,0.517,,
spotify:track:72ADv1zLTRQqejEyRbu4Nm,PLACEHOLDER: 6236,0.407,0.739,0.0271,0.0368,,
spotify:track:0uqPG793dkDDN7sCUJJIVC,PLACEHOLDER: 6237,0.828,0.687,0.184,0.101,,
spotify:track:0fdELXwRhvTOal73I3VUmB,PLACEHOLDER: 6238,0.299,0.422,0.0235,0.708,,
spotify:track:1QHXkafFgR9Woo98nlm4Z6,PLACEHOLDER: 6239,0.187,0.283,0.0287,0.865,,
spotify:track:7FNGvLaI5tivoCAsxFVaMD,PLACEHOLDER: 6240,0.631,0.823,0.192,0.0648,,
spotify:track:5DydMbw2U5Oh1OckJIsniN,PLACEHOLDER: 6241,0.327,0.51,0.0247,0.288,,
spotify:track:07nGHDF9lRBs8ywnv2UfIf,PLACEHOLDER: 6242,0.0908,0.277,0.0337,0.14,,
spotify:track:2yksK9hfBGVF5wCT0S9Qfy,PLACEHOLDER: 6243,0.273,0.525,0.0339,0.127,,
spotify:track:2xsPzpWRpk0qn9Gr17MdUg,PLACEHOLDER: 6244,0.163,0.933,0.0607,0.000213,,
spotify:track:4UVIzNfVskRoBrF48VfKP7,PLACEHOLDER: 6245,0.841,0.884,0.057,0.053,,
spotify:track:76TZCvJ8GitQ2FA1q5dKu0,PLACEHOLDER: 6246,0.629,0.488,0.0615,0.702,,
spotify:track:5BegRQCcJu4trXT6PPdih9,PLACEHOLDER: 6247,0.721,0.74,0.283,0.251,,
spotify:track:2bGU7Sv39iq2KrkM4r6ZH2,PLACEHOLDER: 6248,0.733,0.844,0.19,0.0661,,
spotify:track:2PFDOKSPOcZpOBvGBvBV0h,PLACEHOLDER: 6249,0.194,0.708,0.0436,0.0199,,
spotify:track:5aKWvj1vaF0V1GFPh0bUW4,PLACEHOLDER: 6250,0.342,0.523,0.0422,0.375,,
spotify:track:560lXOnLJaUhPFV2XNeftW,PLACEHOLDER: 6251,0.0664,0.131,0.045,0.984,,
spotify:track:7giGURjTapBnqoGRulau9N,PLACEHOLDER: 6252,0.0718,0.216,0.0354,0.737,,
spotify:track:5KghKF7Q8cqmOjoZIlyjhT,PLACEHOLDER: 6253,0.651,0.53,0.0301,0.0216,,
spotify:track:0gMX5qfSAKTPFdVQMRyqr6,PLACEHOLDER: 6254,0.723,0.671,0.0863,0.269,,
spotify:track:7t6CAWplijBj4sdl0q3z0e,PLACEHOLDER: 6255,0.763,0.946,0.0378,0.00957,,
spotify:track:2g7iUTiLRue30KAXnesFgt,PLACEHOLDER: 6256,0.808,0.835,0.0487,0.163,,
spotify:track:5vqd7k8h07a61ALiajjf0n,PLACEHOLDER: 6257,0.114,0.932,0.178,0.00604,,
spotify:track:2XFqddsS1Hd7u3gUM0qd3c,PLACEHOLDER: 6258,0.486,0.548,0.0721,0.0696,,
spotify:track:33xtNnSwckkkHdsArlGXI4,PLACEHOLDER: 6259,0.492,0.293,0.0519,0.872,,
spotify:track:2qeFnvPUj7e2TeYE158daa,PLACEHOLDER: 6260,0.193,0.78,0.0369,0.084,,
spotify:track:1HwaQ9vUA8nUvR2i2TFRiy,PLACEHOLDER: 6261,0.361,0.948,0.0756,0.55,,
spotify:track:09VMgWzhTrWN2IiuBhe8FK,PLACEHOLDER: 6262,0.541,0.934,0.0357,0.000415,,
spotify:track:1JgVSb8JseyOWFUwKhli12,PLACEHOLDER: 6263,0.534,0.77,0.0329,3.99E-05,,
spotify:track:3hOthO8OWffFEPfFu4Bjt6,PLACEHOLDER: 6264,0.728,0.708,0.0351,0.257,,
spotify:track:6zIlC7mOt0he51JOu5ZuNW,PLACEHOLDER: 6265,0.743,0.64,0.0296,0.419,,
spotify:track:1cC9VXNtOxlTqKVABRUW2m,PLACEHOLDER: 6266,0.776,0.578,0.0493,0.551,,
spotify:track:49EDJGsoMpvhyyRCAiVLGY,PLACEHOLDER: 6267,0.0509,0.947,0.108,0.0474,,
spotify:track:2nct2iLO868Xe31GUmwaAZ,PLACEHOLDER: 6268,0.278,0.671,0.0338,0.0154,,
spotify:track:3C2B1j4sOXOw1uoADrBiRH,PLACEHOLDER: 6269,0.319,0.103,0.0393,0.712,,
spotify:track:35zGjsxI020C2NPKp2fzS7,PLACEHOLDER: 6270,0.882,0.874,0.0801,0.0459,,
spotify:track:4EDSMhG7lBdzaZiUxL0LaA,PLACEHOLDER: 6271,0.138,0.397,0.0344,0.732,,
spotify:track:6PZ62cLD8pUCO1bIYhPfCm,PLACEHOLDER: 6272,0.249,0.467,0.123,0.0249,,
spotify:track:0IK6hlGAV7R8g6eOeDT06L,PLACEHOLDER: 6273,0.113,0.505,0.0311,0.19,,
spotify:track:6GcrzwFTdgZaHe7057M5Tz,PLACEHOLDER: 6274,0.0445,0.252,0.0302,0.984,,
spotify:track:2s006dsZhII0gebVzYi5OP,PLACEHOLDER: 6275,0.658,0.783,0.129,0.00098,,
spotify:track:2pMq0CarFL5pMrWtJVPeZJ,PLACEHOLDER: 6276,0.357,0.683,0.0417,0.243,,
spotify:track:4d2S4TnoA8QSTsV4jsStWK,PLACEHOLDER: 6277,0.486,0.852,0.0379,0.000178,,
spotify:track:00YCRrySf0dJ6nRCKYSAkA,PLACEHOLDER: 6278,0.205,0.811,0.0809,0.000111,,
spotify:track:455HSLQfOn9vxG6UjzoTWw,PLACEHOLDER: 6279,0.953,0.59,0.0305,0.346,,
spotify:track:7GnGIJAJPwzaU2C7IXnlxp,PLACEHOLDER: 6280,0.294,0.973,0.0997,0.000672,,
spotify:track:5ReDr4dEyZKhdmk28jH92R,PLACEHOLDER: 6281,0.672,0.46,0.0258,0.75,,
spotify:track:6PtmdbZEEv7XReUEVQSmmL,PLACEHOLDER: 6282,0.293,0.648,0.161,0.0818,,
spotify:track:3lB0GMiI5KxDbTOG8V3bOx,PLACEHOLDER: 6283,0.543,0.894,0.0412,0.308,,
spotify:track:0HtOJj7Kl74s1Ngf3MWeif,PLACEHOLDER: 6284,0.0408,0.204,0.0587,0.766,,
spotify:track:4o6iTWnd0uhuUIRxdWvzP5,PLACEHOLDER: 6285,0.207,0.777,0.0588,0.00391,,
spotify:track:0fioLzGM8ngbD1w6fMmm45,PLACEHOLDER: 6286,0.501,0.496,0.0453,0.554,,
spotify:track:7dDDsr1cMbpkE5MZLy8eHA,PLACEHOLDER: 6287,0.893,0.594,0.0371,0.479,,
spotify:track:3m8Y3YRb2SZIUsswd4z5Sh,PLACEHOLDER: 6288,0.418,0.82,0.0477,0.00671,,
spotify:track:0CatNULiPDGfflDdMODjDU,PLACEHOLDER: 6289,0.255,0.53,0.278,0.0896,,
spotify:track:4US41qlynueHuB4czgwqi8,PLACEHOLDER: 6290,0.759,0.64,0.0386,0.0996,,
spotify:track:7EkqIT9rTMjSx2nRCVCKda,PLACEHOLDER: 6291,0.856,0.678,0.176,0.0285,,
spotify:track:6VJhf9l4ALDquID0bN51QQ,PLACEHOLDER: 6292,0.766,0.965,0.06,0.146,,
spotify:track:5Nzph7bpgv2GNh2DcVX29T,PLACEHOLDER: 6293,0.571,0.854,0.0574,0.497,,
spotify:track:10Y24iscLr4DiIqWpx5G4c,PLACEHOLDER: 6294,0.0577,0.504,0.06,0.0334,,
spotify:track:2IDMRJWq9ftgToOVMtElNv,PLACEHOLDER: 6295,0.955,0.901,0.111,0.179,,
spotify:track:1PoS49KVoppFF8RXeykh2T,PLACEHOLDER: 6296,0.244,0.241,0.343,0.511,,
spotify:track:0ua956J0x3UIq9xL4qtRcY,PLACEHOLDER: 6297,0.409,0.671,0.0329,0.226,,
spotify:track:25bIcQUGupMJQ1qWPxKquT,PLACEHOLDER: 6298,0.123,0.406,0.0293,0.802,,
spotify:track:0aHRzcQQ4BdzxSBRbJsvHg,PLACEHOLDER: 6299,0.504,0.831,0.034,0.000317,,
spotify:track:5S4ttB0agMmszpADPhpS57,PLACEHOLDER: 6300,0.111,0.329,0.0281,0.435,,
spotify:track:4X5f3vT8MRuXF68pfjNte5,PLACEHOLDER: 6301,0.662,0.693,0.275,0.0239,,
spotify:track:1aS1uzcAC14lduwuNJZjqE,PLACEHOLDER: 6302,0.557,0.844,0.0405,0.00635,,
spotify:track:0dcadVf22K22lQAuxMdRY6,PLACEHOLDER: 6303,0.194,0.562,0.0294,0.0977,,
spotify:track:6MpskE9Q5XEp5pMOy18SIx,PLACEHOLDER: 6304,0.413,0.814,0.0391,0.0299,,
spotify:track:2OggiWqL8exckT6kOrcDuA,PLACEHOLDER: 6305,0.237,0.785,0.046,0.0809,,
spotify:track:45yEy5WJywhJ3sDI28ajTm,PLACEHOLDER: 6306,0.394,0.54,0.0347,0.0339,,
spotify:track:29GEhH79MHH2wzB7FXRQ2R,PLACEHOLDER: 6307,0.424,0.688,0.0293,0.0773,,
spotify:track:3GDLs8dLC4LugGbcpuWxEc,PLACEHOLDER: 6308,0.4,0.239,0.0287,0.843,,
spotify:track:4G3IXyVRxSx5lLhUvv3fu3,PLACEHOLDER: 6309,0.268,0.711,0.0436,0.373,,
spotify:track:2eLxEzMVfiQih0cJIWIowm,PLACEHOLDER: 6310,0.33,0.605,0.0365,0.139,,
spotify:track:7pX7v3nQCz2bzPI02cbLmB,PLACEHOLDER: 6311,0.504,0.795,0.225,0.0891,,
spotify:track:5m0vxsPTxR6Gemgq6Dbp5V,PLACEHOLDER: 6312,0.711,0.7,0.116,0.0846,,
spotify:track:4VFE6ZNqa8jHAmbYICoAFg,PLACEHOLDER: 6313,0.652,0.817,0.0511,0.318,,
spotify:track:7M3E3patpaJZ5nwOtn9WPy,PLACEHOLDER: 6314,0.351,0.763,0.0631,0.00425,,
spotify:track:0OByd6pqxZzsXZRj6kJYbN,PLACEHOLDER: 6315,0.129,0.854,0.0548,0.000271,,
spotify:track:1KeMcYIdXLbrVgByyUfBqm,PLACEHOLDER: 6316,0.268,0.706,0.133,0.12,,
spotify:track:5GFwCOaItJCVo8H67OxMXy,PLACEHOLDER: 6317,0.498,0.517,0.0359,0.653,,
spotify:track:5TqBAOIBe0bQA0spNdcG3k,PLACEHOLDER: 6318,0.498,0.571,0.2,0.0173,,
spotify:track:7b6gj5Ndmnnjz18keIZRTp,PLACEHOLDER: 6319,0.168,0.67,0.0417,0.0815,,
spotify:track:4AUL9u8i6DSOStcsMaPvXg,PLACEHOLDER: 6320,0.818,0.305,0.0798,0.533,,
spotify:track:47pj8vLDKu2HqbF2bgzn3X,PLACEHOLDER: 6321,0.416,0.72,0.053,0.172,,
spotify:track:0DfEOwLlNbJhdSMNN5uTiJ,PLACEHOLDER: 6322,0.641,0.58,0.0244,0.000169,,
spotify:track:1vG1qRuHKkstSL5Qf9dL41,PLACEHOLDER: 6323,0.0699,0.65,0.0397,0.85,,
spotify:track:6qYTL4IxHaHTfum39X62tr,PLACEHOLDER: 6324,0.554,0.941,0.0652,0.049,,
spotify:track:0bwqYEsXNrCySWQ3UCy3ws,PLACEHOLDER: 6325,0.13,0.0841,0.0443,0.95,,
spotify:track:3d97PgkI5FW9h26SLygGWH,PLACEHOLDER: 6326,0.959,0.937,0.076,0.423,,
spotify:track:7z4DarPmWybFV4LUgx2Bot,PLACEHOLDER: 6327,0.426,0.995,0.18,5.22E-05,,
spotify:track:1ahAuX3F6tDdNRfMdiLsv6,PLACEHOLDER: 6328,0.425,0.755,0.0388,0.322,,
spotify:track:5q9ajlV2g7WyAukHUes3aK,PLACEHOLDER: 6329,0.973,0.667,0.0627,0.543,,
spotify:track:0Sgu2kKr8M0uuqKygi2wrH,PLACEHOLDER: 6330,0.693,0.945,0.0683,0.0003,,
spotify:track:5W8stwN6Aed1b3WSJfYZ4O,PLACEHOLDER: 6331,0.903,0.694,0.0514,0.663,,
spotify:track:3K2oxUQxZTxjluEvk7eqXD,PLACEHOLDER: 6332,0.234,0.447,0.0287,0.257,,
spotify:track:4jS6mCmznV5fjTNLf4h61o,PLACEHOLDER: 6333,0.288,0.0528,0.049,0.987,,
spotify:track:0y1gl9W83xrGd9a9pveq1d,PLACEHOLDER: 6334,0.413,0.37,0.112,0.264,,
spotify:track:4c3krD3VpZ0FvJgpE57wVD,PLACEHOLDER: 6335,0.578,0.543,0.407,0.127,,
spotify:track:09Y50dheJLOV2jPIzPh5KM,PLACEHOLDER: 6336,0.385,0.44,0.0281,0.77,,
spotify:track:3Y3nRbS2YvT8LsYxvDylny,PLACEHOLDER: 6337,0.693,0.891,0.083,0.12,,
spotify:track:7B0xMQXaFYcQaMevOgA7wL,PLACEHOLDER: 6338,0.658,0.687,0.0371,0.0689,,
spotify:track:289hx4t6fH2BBe8p6cnXo1,PLACEHOLDER: 6339,0.923,0.78,0.048,0.0189,,
spotify:track:1M9t5rLpCBxupYQuQoJFrH,PLACEHOLDER: 6340,0.159,0.722,0.0553,0.295,,
spotify:track:06TjKIoPpBPI0PHF5V5IOn,PLACEHOLDER: 6341,0.405,0.961,0.0849,0.00555,,
